"AGE","GEO","TIME","SEX","UNIT","Value"
"Total","Portugal","1961","Total","Number","8.889.392"
"Total","Portugal","1961","Males","Number","4.254.416"
"Total","Portugal","1961","Females","Number","4.634.976"
"Total","Portugal","1962","Total","Number","8.969.240"
"Total","Portugal","1962","Males","Number","4.293.700"
"Total","Portugal","1962","Females","Number","4.675.540"
"Total","Portugal","1963","Total","Number","9.018.730"
"Total","Portugal","1963","Males","Number","4.314.750"
"Total","Portugal","1963","Females","Number","4.703.980"
"Total","Portugal","1964","Total","Number","9.041.980"
"Total","Portugal","1964","Males","Number","4.328.900"
"Total","Portugal","1964","Females","Number","4.713.080"
"Total","Portugal","1965","Total","Number","9.028.750"
"Total","Portugal","1965","Males","Number","4.307.140"
"Total","Portugal","1965","Females","Number","4.721.610"
"Total","Portugal","1966","Total","Number","8.968.440"
"Total","Portugal","1966","Males","Number","4.268.630"
"Total","Portugal","1966","Females","Number","4.699.810"
"Total","Portugal","1967","Total","Number","8.893.540"
"Total","Portugal","1967","Males","Number","4.226.340"
"Total","Portugal","1967","Females","Number","4.667.200"
"Total","Portugal","1968","Total","Number","8.855.500"
"Total","Portugal","1968","Males","Number","4.222.680"
"Total","Portugal","1968","Females","Number","4.632.820"
"Total","Portugal","1969","Total","Number","8.817.800"
"Total","Portugal","1969","Males","Number","4.224.080"
"Total","Portugal","1969","Females","Number","4.593.720"
"Total","Portugal","1970","Total","Number","8.697.610"
"Total","Portugal","1970","Males","Number","4.158.040"
"Total","Portugal","1970","Females","Number","4.539.570"
"Total","Portugal","1971","Total","Number","8.663.252"
"Total","Portugal","1971","Males","Number","4.109.360"
"Total","Portugal","1971","Females","Number","4.553.892"
"Total","Portugal","1972","Total","Number","8.624.260"
"Total","Portugal","1972","Males","Number","4.077.890"
"Total","Portugal","1972","Females","Number","4.546.370"
"Total","Portugal","1973","Total","Number","8.636.600"
"Total","Portugal","1973","Males","Number","4.080.040"
"Total","Portugal","1973","Females","Number","4.556.560"
"Total","Portugal","1974","Total","Number","8.629.600"
"Total","Portugal","1974","Males","Number","4.060.920"
"Total","Portugal","1974","Females","Number","4.568.680"
"Total","Portugal","1975","Total","Number","8.879.130"
"Total","Portugal","1975","Males","Number","4.198.390"
"Total","Portugal","1975","Females","Number","4.680.740"
"Total","Portugal","1976","Total","Number","9.307.810"
"Total","Portugal","1976","Males","Number","4.431.280"
"Total","Portugal","1976","Females","Number","4.876.530"
"Total","Portugal","1977","Total","Number","9.403.810"
"Total","Portugal","1977","Males","Number","4.487.820"
"Total","Portugal","1977","Females","Number","4.915.990"
"Total","Portugal","1978","Total","Number","9.507.540"
"Total","Portugal","1978","Males","Number","4.548.930"
"Total","Portugal","1978","Females","Number","4.958.610"
"Total","Portugal","1979","Total","Number","9.608.960"
"Total","Portugal","1979","Males","Number","4.609.200"
"Total","Portugal","1979","Females","Number","4.999.760"
"Total","Portugal","1980","Total","Number","9.713.570"
"Total","Portugal","1980","Males","Number","4.670.680"
"Total","Portugal","1980","Females","Number","5.042.890"
"Total","Portugal","1981","Total","Number","9.819.054"
"Total","Portugal","1981","Males","Number","4.731.003"
"Total","Portugal","1981","Females","Number","5.088.051"
"Total","Portugal","1982","Total","Number","9.883.670"
"Total","Portugal","1982","Males","Number","4.762.918"
"Total","Portugal","1982","Females","Number","5.120.752"
"Total","Portugal","1983","Total","Number","9.939.871"
"Total","Portugal","1983","Males","Number","4.791.219"
"Total","Portugal","1983","Females","Number","5.148.652"
"Total","Portugal","1984","Total","Number","9.975.859"
"Total","Portugal","1984","Males","Number","4.809.921"
"Total","Portugal","1984","Females","Number","5.165.938"
"Total","Portugal","1985","Total","Number","10.016.605"
"Total","Portugal","1985","Males","Number","4.830.522"
"Total","Portugal","1985","Females","Number","5.186.083"
"Total","Portugal","1986","Total","Number","10.030.621"
"Total","Portugal","1986","Males","Number","4.837.388"
"Total","Portugal","1986","Females","Number","5.193.233"
"Total","Portugal","1987","Total","Number","10.034.846"
"Total","Portugal","1987","Males","Number","4.839.557"
"Total","Portugal","1987","Females","Number","5.195.289"
"Total","Portugal","1988","Total","Number","10.025.215"
"Total","Portugal","1988","Males","Number","4.834.731"
"Total","Portugal","1988","Females","Number","5.190.484"
"Total","Portugal","1989","Total","Number","10.014.005"
"Total","Portugal","1989","Males","Number","4.828.820"
"Total","Portugal","1989","Females","Number","5.185.185"
"Total","Portugal","1990","Total","Number","9.995.995"
"Total","Portugal","1990","Males","Number","4.819.318"
"Total","Portugal","1990","Females","Number","5.176.677"
"Total","Portugal","1991","Total","Number","9.970.441"
"Total","Portugal","1991","Males","Number","4.806.553"
"Total","Portugal","1991","Females","Number","5.163.888"
"Total","Portugal","1992","Total","Number","9.950.029"
"Total","Portugal","1992","Males","Number","4.795.177"
"Total","Portugal","1992","Females","Number","5.154.852"
"Total","Portugal","1993","Total","Number","9.954.958"
"Total","Portugal","1993","Males","Number","4.796.090"
"Total","Portugal","1993","Females","Number","5.158.868"
"Total","Portugal","1994","Total","Number","9.974.391"
"Total","Portugal","1994","Males","Number","4.804.894"
"Total","Portugal","1994","Females","Number","5.169.497"
"Total","Portugal","1995","Total","Number","10.008.659"
"Total","Portugal","1995","Males","Number","4.821.929"
"Total","Portugal","1995","Females","Number","5.186.730"
"Total","Portugal","1996","Total","Number","10.043.693"
"Total","Portugal","1996","Males","Number","4.839.946"
"Total","Portugal","1996","Females","Number","5.203.747"
"Total","Portugal","1997","Total","Number","10.084.196"
"Total","Portugal","1997","Males","Number","4.860.523"
"Total","Portugal","1997","Females","Number","5.223.673"
"Total","Portugal","1998","Total","Number","10.133.758"
"Total","Portugal","1998","Males","Number","4.885.382"
"Total","Portugal","1998","Females","Number","5.248.376"
"Total","Portugal","1999","Total","Number","10.186.634"
"Total","Portugal","1999","Males","Number","4.912.169"
"Total","Portugal","1999","Females","Number","5.274.465"
"Total","Portugal","2000","Total","Number","10.249.022"
"Total","Portugal","2000","Males","Number","4.944.150"
"Total","Portugal","2000","Females","Number","5.304.872"
"Total","Portugal","2001","Total","Number","10.330.774"
"Total","Portugal","2001","Males","Number","4.986.458"
"Total","Portugal","2001","Females","Number","5.344.316"
"Total","Portugal","2002","Total","Number","10.394.669"
"Total","Portugal","2002","Males","Number","5.019.374"
"Total","Portugal","2002","Females","Number","5.375.295"
"Total","Portugal","2003","Total","Number","10.444.592"
"Total","Portugal","2003","Males","Number","5.037.340"
"Total","Portugal","2003","Females","Number","5.407.252"
"Total","Portugal","2004","Total","Number","10.473.050"
"Total","Portugal","2004","Males","Number","5.047.329"
"Total","Portugal","2004","Females","Number","5.425.721"
"Total","Portugal","2005","Total","Number","10.494.672"
"Total","Portugal","2005","Males","Number","5.053.722"
"Total","Portugal","2005","Females","Number","5.440.950"
"Total","Portugal","2006","Total","Number","10.511.988"
"Total","Portugal","2006","Males","Number","5.058.813"
"Total","Portugal","2006","Females","Number","5.453.175"
"Total","Portugal","2007","Total","Number","10.532.588"
"Total","Portugal","2007","Males","Number","5.064.395"
"Total","Portugal","2007","Females","Number","5.468.193"
"Total","Portugal","2008","Total","Number","10.553.339"
"Total","Portugal","2008","Males","Number","5.069.747"
"Total","Portugal","2008","Females","Number","5.483.592"
"Total","Portugal","2009","Total","Number","10.563.014"
"Total","Portugal","2009","Males","Number","5.066.239"
"Total","Portugal","2009","Females","Number","5.496.775"
"Total","Portugal","2010","Total","Number","10.573.479"
"Total","Portugal","2010","Males","Number","5.063.745"
"Total","Portugal","2010","Females","Number","5.509.734"
"Total","Portugal","2011","Total","Number","10.572.721"
"Total","Portugal","2011","Males","Number","5.053.543"
"Total","Portugal","2011","Females","Number","5.519.178"
"Total","Portugal","2012","Total","Number","10.542.398"
"Total","Portugal","2012","Males","Number","5.030.437"
"Total","Portugal","2012","Females","Number","5.511.961"
"Total","Portugal","2013","Total","Number","10.487.289"
"Total","Portugal","2013","Males","Number","4.995.697"
"Total","Portugal","2013","Females","Number","5.491.592"
"Total","Portugal","2014","Total","Number","10.427.301"
"Total","Portugal","2014","Males","Number","4.958.020"
"Total","Portugal","2014","Females","Number","5.469.281"
"Total","Portugal","2015","Total","Number","10.374.822"
"Total","Portugal","2015","Males","Number","4.923.666"
"Total","Portugal","2015","Females","Number","5.451.156"
"Total","Portugal","2016","Total","Number","10.341.330"
"Total","Portugal","2016","Males","Number","4.901.509"
"Total","Portugal","2016","Females","Number","5.439.821"
"Total","Portugal","2017","Total","Number","10.309.573"
"Total","Portugal","2017","Males","Number","4.882.456"
"Total","Portugal","2017","Females","Number","5.427.117"
"Total","Portugal","2018","Total","Number","10.291.027"
"Total","Portugal","2018","Males","Number","4.867.692"
"Total","Portugal","2018","Females","Number","5.423.335"
"Total","Romania","1960","Total","Number","18.319.210"
"Total","Romania","1960","Males","Number",":"
"Total","Romania","1960","Females","Number",":"
"Total","Romania","1961","Total","Number","18.494.600"
"Total","Romania","1961","Males","Number",":"
"Total","Romania","1961","Females","Number",":"
"Total","Romania","1962","Total","Number","18.615.900"
"Total","Romania","1962","Males","Number",":"
"Total","Romania","1962","Females","Number",":"
"Total","Romania","1963","Total","Number","18.737.200"
"Total","Romania","1963","Males","Number",":"
"Total","Romania","1963","Females","Number",":"
"Total","Romania","1964","Total","Number","18.858.500"
"Total","Romania","1964","Males","Number",":"
"Total","Romania","1964","Females","Number",":"
"Total","Romania","1965","Total","Number","18.979.752"
"Total","Romania","1965","Males","Number",":"
"Total","Romania","1965","Females","Number",":"
"Total","Romania","1966","Total","Number","19.083.400"
"Total","Romania","1966","Males","Number",":"
"Total","Romania","1966","Females","Number",":"
"Total","Romania","1967","Total","Number","19.347.500"
"Total","Romania","1967","Males","Number",":"
"Total","Romania","1967","Females","Number",":"
"Total","Romania","1968","Total","Number","19.720.984"
"Total","Romania","1968","Males","Number","9.670.757"
"Total","Romania","1968","Females","Number","10.050.227"
"Total","Romania","1969","Total","Number","19.878.678"
"Total","Romania","1969","Males","Number","9.751.635"
"Total","Romania","1969","Females","Number","10.127.043"
"Total","Romania","1970","Total","Number","20.139.603"
"Total","Romania","1970","Males","Number","9.885.935"
"Total","Romania","1970","Females","Number","10.253.668"
"Total","Romania","1971","Total","Number","20.361.192"
"Total","Romania","1971","Males","Number","10.000.197"
"Total","Romania","1971","Females","Number","10.360.995"
"Total","Romania","1972","Total","Number","20.561.942"
"Total","Romania","1972","Males","Number","10.103.677"
"Total","Romania","1972","Females","Number","10.458.265"
"Total","Romania","1973","Total","Number","20.753.972"
"Total","Romania","1973","Males","Number","10.203.307"
"Total","Romania","1973","Females","Number","10.550.665"
"Total","Romania","1974","Total","Number","20.917.390"
"Total","Romania","1974","Males","Number","10.289.614"
"Total","Romania","1974","Females","Number","10.627.776"
"Total","Romania","1975","Total","Number","21.141.468"
"Total","Romania","1975","Males","Number","10.405.968"
"Total","Romania","1975","Females","Number","10.735.500"
"Total","Romania","1976","Total","Number","21.445.698"
"Total","Romania","1976","Males","Number","10.564.943"
"Total","Romania","1976","Females","Number","10.880.755"
"Total","Romania","1977","Total","Number","21.657.569"
"Total","Romania","1977","Males","Number","10.677.731"
"Total","Romania","1977","Females","Number","10.979.838"
"Total","Romania","1978","Total","Number","21.854.622"
"Total","Romania","1978","Males","Number","10.777.854"
"Total","Romania","1978","Females","Number","11.076.768"
"Total","Romania","1979","Total","Number","22.048.305"
"Total","Romania","1979","Males","Number","10.875.027"
"Total","Romania","1979","Females","Number","11.173.278"
"Total","Romania","1980","Total","Number","22.132.670"
"Total","Romania","1980","Males","Number","10.918.096"
"Total","Romania","1980","Females","Number","11.214.574"
"Total","Romania","1981","Total","Number","22.281.894"
"Total","Romania","1981","Males","Number","10.993.753"
"Total","Romania","1981","Females","Number","11.288.141"
