"UNIT","GEO","TIME","NA_ITEM","Value"
"Current prices, million euro","Belgium","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Belgium","1995","Gross domestic product at market prices","221.430,4"
"Current prices, million euro","Belgium","1996","Gross domestic product at market prices","221.664,5"
"Current prices, million euro","Belgium","1997","Gross domestic product at market prices","224.891,0"
"Current prices, million euro","Belgium","1998","Gross domestic product at market prices","232.868,6"
"Current prices, million euro","Belgium","1999","Gross domestic product at market prices","244.226,0"
"Current prices, million euro","Belgium","2000","Gross domestic product at market prices","258.222,0"
"Current prices, million euro","Belgium","2001","Gross domestic product at market prices","265.788,4"
"Current prices, million euro","Belgium","2002","Gross domestic product at market prices","275.065,1"
"Current prices, million euro","Belgium","2003","Gross domestic product at market prices","282.636,5"
"Current prices, million euro","Belgium","2004","Gross domestic product at market prices","298.710,8"
"Current prices, million euro","Belgium","2005","Gross domestic product at market prices","311.480,8"
"Current prices, million euro","Belgium","2006","Gross domestic product at market prices","326.662,1"
"Current prices, million euro","Belgium","2007","Gross domestic product at market prices","344.712,5"
"Current prices, million euro","Belgium","2008","Gross domestic product at market prices","354.065,9"
"Current prices, million euro","Belgium","2009","Gross domestic product at market prices","348.781,1"
"Current prices, million euro","Belgium","2010","Gross domestic product at market prices","365.100,5"
"Current prices, million euro","Belgium","2011","Gross domestic product at market prices","379.106,3"
"Current prices, million euro","Belgium","2012","Gross domestic product at market prices","387.500,1"
"Current prices, million euro","Belgium","2013","Gross domestic product at market prices","392.339,8"
"Current prices, million euro","Belgium","2014","Gross domestic product at market prices","400.086,6"
"Current prices, million euro","Belgium","2015","Gross domestic product at market prices","411.102,7"
"Current prices, million euro","Belgium","2016","Gross domestic product at market prices","424.604,7"
"Current prices, million euro","Belgium","2017","Gross domestic product at market prices","439.174,5"
"Current prices, million euro","Belgium","2018","Gross domestic product at market prices","450.505,7"
"Current prices, million euro","Bulgaria","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Bulgaria","1995","Gross domestic product at market prices","14.424,7"
"Current prices, million euro","Bulgaria","1996","Gross domestic product at market prices","9.742,6"
"Current prices, million euro","Bulgaria","1997","Gross domestic product at market prices","9.971,8"
"Current prices, million euro","Bulgaria","1998","Gross domestic product at market prices","13.358,5"
"Current prices, million euro","Bulgaria","1999","Gross domestic product at market prices","12.714,8"
"Current prices, million euro","Bulgaria","2000","Gross domestic product at market prices","14.305,8"
"Current prices, million euro","Bulgaria","2001","Gross domestic product at market prices","15.784,3"
"Current prices, million euro","Bulgaria","2002","Gross domestic product at market prices","17.343,6"
"Current prices, million euro","Bulgaria","2003","Gross domestic product at market prices","18.654,0"
"Current prices, million euro","Bulgaria","2004","Gross domestic product at market prices","20.932,0"
"Current prices, million euro","Bulgaria","2005","Gross domestic product at market prices","23.852,7"
"Current prices, million euro","Bulgaria","2006","Gross domestic product at market prices","27.210,9"
"Current prices, million euro","Bulgaria","2007","Gross domestic product at market prices","32.449,1"
"Current prices, million euro","Bulgaria","2008","Gross domestic product at market prices","37.200,1"
"Current prices, million euro","Bulgaria","2009","Gross domestic product at market prices","37.317,7"
"Current prices, million euro","Bulgaria","2010","Gross domestic product at market prices","38.230,5"
"Current prices, million euro","Bulgaria","2011","Gross domestic product at market prices","41.292,0"
"Current prices, million euro","Bulgaria","2012","Gross domestic product at market prices","41.947,2"
"Current prices, million euro","Bulgaria","2013","Gross domestic product at market prices","41.858,1"
"Current prices, million euro","Bulgaria","2014","Gross domestic product at market prices","42.824,4"
"Current prices, million euro","Bulgaria","2015","Gross domestic product at market prices","45.288,5"
"Current prices, million euro","Bulgaria","2016","Gross domestic product at market prices","48.128,6"
"Current prices, million euro","Bulgaria","2017","Gross domestic product at market prices","51.663,0"
"Current prices, million euro","Bulgaria","2018","Gross domestic product at market prices","55.182,2"
"Current prices, million euro","Czechia","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Czechia","1982","Gross domestic product at market prices",":"
