"NA_ITEM","GEO","TIME","UNIT","SECTOR","Value"
"Government consolidated gross debt","Sweden","2003","Million euro","General government","146.703,0"
"Government consolidated gross debt","Sweden","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2004","Million euro","General government","152.093,1"
"Government consolidated gross debt","Sweden","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2005","Million euro","General government","152.253,7"
"Government consolidated gross debt","Sweden","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2006","Million euro","General government","150.781,6"
"Government consolidated gross debt","Sweden","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2007","Million euro","General government","137.069,5"
"Government consolidated gross debt","Sweden","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2008","Million euro","General government","117.751,1"
"Government consolidated gross debt","Sweden","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2009","Million euro","General government","132.770,2"
"Government consolidated gross debt","Sweden","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2010","Million euro","General government","151.726,6"
"Government consolidated gross debt","Sweden","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2011","Million euro","General government","155.395,3"
"Government consolidated gross debt","Sweden","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2012","Million euro","General government","163.555,4"
"Government consolidated gross debt","Sweden","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2013","Million euro","General government","173.293,0"
"Government consolidated gross debt","Sweden","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2014","Million euro","General government","190.740,3"
"Government consolidated gross debt","Sweden","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2015","Million euro","General government","202.004,9"
"Government consolidated gross debt","Sweden","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2016","Million euro","General government","194.479,0"
"Government consolidated gross debt","Sweden","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2017","Million euro","General government","189.873,4"
"Government consolidated gross debt","Sweden","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2018","Million euro","General government","181.289,7"
"Government consolidated gross debt","United Kingdom","1995","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","1995","Million euro","General government","446.443,8"
"Government consolidated gross debt","United Kingdom","1996","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","1996","Million euro","General government","542.885,2"
"Government consolidated gross debt","United Kingdom","1997","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","1997","Million euro","General government","617.681,0"
"Government consolidated gross debt","United Kingdom","1998","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","1998","Million euro","General government","578.653,6"
"Government consolidated gross debt","United Kingdom","1999","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","1999","Million euro","General government","660.659,5"
"Government consolidated gross debt","United Kingdom","2000","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2000","Million euro","General government","645.942,9"
"Government consolidated gross debt","United Kingdom","2001","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2001","Million euro","General government","637.004,1"
"Government consolidated gross debt","United Kingdom","2002","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2002","Million euro","General government","625.646,4"
"Government consolidated gross debt","United Kingdom","2003","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2003","Million euro","General government","632.116,9"
"Government consolidated gross debt","United Kingdom","2004","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2004","Million euro","General government","718.656,8"
"Government consolidated gross debt","United Kingdom","2005","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2005","Million euro","General government","806.349,1"
"Government consolidated gross debt","United Kingdom","2006","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2006","Million euro","General government","888.713,3"
"Government consolidated gross debt","United Kingdom","2007","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2007","Million euro","General government","877.421,4"
"Government consolidated gross debt","United Kingdom","2008","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2008","Million euro","General government","824.108,1"
"Government consolidated gross debt","United Kingdom","2009","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2009","Million euro","General government","1.103.250,7"
"Government consolidated gross debt","United Kingdom","2010","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2010","Million euro","General government","1.387.555,0"
"Government consolidated gross debt","United Kingdom","2011","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2011","Million euro","General government","1.590.780,5"
"Government consolidated gross debt","United Kingdom","2012","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2012","Million euro","General government","1.745.862,0"
"Government consolidated gross debt","United Kingdom","2013","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2013","Million euro","General government","1.798.955,3"
"Government consolidated gross debt","United Kingdom","2014","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2014","Million euro","General government","2.060.326,0"
"Government consolidated gross debt","United Kingdom","2015","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2015","Million euro","General government","2.269.880,7"
"Government consolidated gross debt","United Kingdom","2016","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2016","Million euro","General government","2.022.228,9"
"Government consolidated gross debt","United Kingdom","2017","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2017","Million euro","General government","2.013.084,6"
"Government consolidated gross debt","United Kingdom","2018","Million euro","Total economy",":"
"Government consolidated gross debt","United Kingdom","2018","Million euro","General government","2.054.184,9"
